Movie,Year,Genre,,,,,,,,,,,,,,,,
Black Dynamite,2011,Action,,,,,,,,,,,,,,,,
Black Hawk Down,1996,Action,,,,,,,,,,,,,,,,
Black Swan,2015,Drama,,,,,,,,,,,,,,,,
Blackfish,1941,Documentary            ,,,,,,,,,,,,,,,,
Blade,2011,Action,,,,,,,,,,,,,,,,
Blade II,2002,Action,,,,,,,,,,,,,,,,
Blade Runner,2008,Action,,,,,,,,,,,,,,,,
Blade Runner 2049,1979,Action,,,,,,,,,,,,,,,,
Blazing Saddles,2006,Comedy,,,,,,,,,,,,,,,,
Blood Simple,1957,Crime,,,,,,,,,,,,,,,,
Bloody Sunday,1995,Drama,,,,,,,,,,,,,,,,
Blow Out,2008,Crime,,,,,,,,,,,,,,,,
Blow-Up,1942,Drama,,,,,,,,,,,,,,,,
Blue Valentine,2011,Drama,,,,,,,,,,,,,,,,
Blue Velvet,2000,Drama,,,,,,,,,,,,,,,,
Bobby Fischer Against the World,2013,Documentary,,,,,,,,,,,,,,,,
Body Heat,2000,Crime,,,,,,,,,,,,,,,,
Bone Tomahawk,1983,Drama,,,,,,,,,,,,,,,,
Bonnie and Clyde,2009,Action,,,,,,,,,,,,,,,,
Boogie Nights,2006,Drama            ,,,,,,,,,,,,,,,,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1999,Comedy            ,,,,,,,,,,,,,,,,
Born on the Fourth of July,2009,Biography,,,,,,,,,,,,,,,,
Bottle Rocket,1970,Comedy,,,,,,,,,,,,,,,,
Bound,1997,Crime,,,,,,,,,,,,,,,,
Bowfinger,2003,Comedy            ,,,,,,,,,,,,,,,,
Bowling for Columbine,1999,Documentary,,,,,,,,,,,,,,,,
Boyhood,1999,Drama            ,,,,,,,,,,,,,,,,
Boyz n the Hood,2003,Crime,,,,,,,,,,,,,,,,
Braindead,2008,Comedy,,,,,,,,,,,,,,,,
Braveheart,2012,Biography,,,,,,,,,,,,,,,,
Brazil,2007,Drama,,,,,,,,,,,,,,,,
Breakfast at Tiffany's,1995,Comedy,,,,,,,,,,,,,,,,
Breaking the Waves,2018,Drama            ,,,,,,,,,,,,,,,,
Brick,1987,Action,,,,,,,,,,,,,,,,
Bridesmaids,1965,Comedy,,,,,,,,,,,,,,,,
Bringing Out the Dead,2013,Drama,,,,,,,,,,,,,,,,
Broadcast News,2009,Comedy,,,,,,,,,,,,,,,,
Brokeback Mountain,2000,Drama,,,,,,,,,,,,,,,,
Bronson,2018,Action,,,,,,,,,,,,,,,,
Brüno,2013,Comedy            ,,,,,,,,,,,,,,,,
Buffalo '66,1999,Comedy,,,,,,,,,,,,,,,,
Buffalo Soldiers,1997,Comedy,,,,,,,,,,,,,,,,
Bug,2010,Drama,,,,,,,,,,,,,,,,
Bugsy,1993,Biography,,,,,,,,,,,,,,,,
Bugsy Malone,2002,Comedy,,,,,,,,,,,,,,,,
Butch Cassidy and the Sundance Kid,1986,Biography,,,,,,,,,,,,,,,,
Caché (Hidden),1994,Drama,,,,,,,,,,,,,,,,
Cape Fear,1964,Crime,,,,,,,,,,,,,,,,
Capitalism: A Love Story,1984,Documentary,,,,,,,,,,,,,,,,
Captain America: The Winter Soldier,1997,Action,,,,,,,,,,,,,,,,
Captain Fantastic,1947,Comedy,,,,,,,,,,,,,,,,
Captain Phillips,1979,Adventure,,,,,,,,,,,,,,,,
Capturing the Friedmans,2002,Documentary,,,,,,,,,,,,,,,,
Carlito's Way,2002,Crime,,,,,,,,,,,,,,,,
Carlos,1946,Biography,,,,,,,,,,,,,,,,
Carrie,1998,Horror,,,,,,,,,,,,,,,,
Casablanca,1994,Drama,,,,,,,,,,,,,,,,
Casino,2003,Crime,,,,,,,,,,,,,,,,
Casino Royale,1997,Action,,,,,,,,,,,,,,,,
Cast Away,1991,Adventure,,,,,,,,,,,,,,,,
Catch Me If You Can,2004,Biography,,,,,,,,,,,,,,,,
Catfish,1987,Documentary,,,,,,,,,,,,,,,,
Celda 211,2007,Action,,,,,,,,,,,,,,,,
Cemetery Junction,2020,Comedy,,,,,,,,,,,,,,,,
Changeling,2016,Biography,,,,,,,,,,,,,,,,
Chasing Amy,2005,Comedy,,,,,,,,,,,,,,,,
Children of Men,1939,Action,,,,,,,,,,,,,,,,
Chinatown,2001,Drama,,,,,,,,,,,,,,,,
Choke,2010,Comedy,,,,,,,,,,,,,,,,
Chopper,1979,Biography,,,,,,,,,,,,,,,,
Cinderella Man,1989,Biography,,,,,,,,,,,,,,,,
Cinema Paradiso,2005,Drama,,,,,,,,,,,,,,,,
Citizen Kane,1979,Drama,,,,,,,,,,,,,,,,
City of God,1940,Crime,,,,,,,,,,,,,,,,
Clerks,1997,Comedy            ,,,,,,,,,,,,,,,,
Close Encounters of the Third Kind,2002,Drama,,,,,,,,,,,,,,,,
Cloverfield,2014,Action,,,,,,,,,,,,,,,,
Coco,2017,Animation,,,,,,,,,,,,,,,,
Collateral,2013,Action,,,,,,,,,,,,,,,,
Come and See,2009,Drama,,,,,,,,,,,,,,,,
Commando,1993,Action,,,,,,,,,,,,,,,,
Confessions of a Dangerous Mind,2004,Biography,,,,,,,,,,,,,,,,
Control,2016,Biography,,,,,,,,,,,,,,,,
Cool Hand Luke,1999,Crime,,,,,,,,,,,,,,,,
Cop Land,2010,Crime,,,,,,,,,,,,,,,,
Crash,1973,Crime,,,,,,,,,,,,,,,,
Crash,1973,Drama            ,,,,,,,,,,,,,,,,
Creed,2017,Action,,,,,,,,,,,,,,,,
"Crouching Tiger, Hidden Dragon",1982,Action,,,,,,,,,,,,,,,,
Crumb,2007,Documentary,,,,,,,,,,,,,,,,
Cube,1990,Drama,,,,,,,,,,,,,,,,
Dallas Buyers Club,2015,Biography,,,,,,,,,,,,,,,,
Dances with Wolves,1967,Adventure,,,,,,,,,,,,,,,,
Dark City,1963,Fantasy,,,,,,,,,,,,,,,,
Das Boot,1999,Adventure,,,,,,,,,,,,,,,,
Dawn of the Dead,2006,Horror,,,,,,,,,,,,,,,,
Dawn of the Planet of the Apes,2002,Action,,,,,,,,,,,,,,,,
Day of the Dead,2005,Horror,,,,,,,,,,,,,,,,
Days of Wine and Roses,1973,Drama            ,,,,,,,,,,,,,,,,
Dead Man Walking,2011,Crime,,,,,,,,,,,,,,,,
Dead Man's Shoes,2000,Crime,,,,,,,,,,,,,,,,
Dead Poets Society,1978,Comedy,,,,,,,,,,,,,,,,
Deadpool,2003,Action,,,,,,,,,,,,,,,,
Deadpool 2,1992,Action,,,,,,,,,,,,,,,,
Dear Zachary: A Letter to a Son About His Father,2013,Documentary,,,,,,,,,,,,,,,,
Deep Cover,2008,Action,,,,,,,,,,,,,,,,
Deliverance,2004,Adventure,,,,,,,,,,,,,,,,
Desperado,2003,Action,,,,,,,,,,,,,,,,
Detroit,2009,Crime,,,,,,,,,,,,,,,,
Diamonds Are Forever,1989,Action,,,,,,,,,,,,,,,,
Die Hard,1980,Action,,,,,,,,,,,,,,,,
Die Hard 2,1994,Action,,,,,,,,,,,,,,,,
Die Hard with a Vengeance,1999,Action,,,,,,,,,,,,,,,,
Dig!,1981,Documentary,,,,,,,,,,,,,,,,
Dirty Harry,1998,Action,,,,,,,,,,,,,,,,
Dirty Rotten Scoundrels,2004,Comedy,,,,,,,,,,,,,,,,
District 9,2017,Action,,,,,,,,,,,,,,,,
Django,1988,Action,,,,,,,,,,,,,,,,
Django Unchained,2005,Drama,,,,,,,,,,,,,,,,
Dnevnoy dozor,1941,Action,,,,,,,,,,,,,,,,
Do the Right Thing,1994,Comedy,,,,,,,,,,,,,,,,
Dodgeball: A True Underdog Story,1986,Comedy,,,,,,,,,,,,,,,,
Dog Day Afternoon,1998,Biography,,,,,,,,,,,,,,,,
Dog Soldiers,1997,Action,,,,,,,,,,,,,,,,
Dogville,1984,Crime,,,,,,,,,,,,,,,,
Donnie Brasco,2004,Biography,,,,,,,,,,,,,,,,
Donnie Darko,1973,Drama,,,,,,,,,,,,,,,,
Don't Look Now,2002,Drama,,,,,,,,,,,,,,,,
Dope,1989,Adventure,,,,,,,,,,,,,,,,
Double Indemnity,1988,Crime,,,,,,,,,,,,,,,,
Down Terrace,2005,Crime,,,,,,,,,,,,,,,,
Downfall,2010,Biography,,,,,,,,,,,,,,,,
Dr. No,1986,Action,,,,,,,,,,,,,,,,
Drag Me to Hell,1988,Horror            ,,,,,,,,,,,,,,,,
Drive,1985,Action,,,,,,,,,,,,,,,,
Dumb and Dumber,2011,Comedy            ,,,,,,,,,,,,,,,,
Dunkirk,2003,Action,,,,,,,,,,,,,,,,
E.T. the Extra-Terrestrial,1978,Adventure,,,,,,,,,,,,,,,,
Eastern Promises,1970,Crime,,,,,,,,,,,,,,,,
Easy A,2001,Comedy,,,,,,,,,,,,,,,,
Easy Rider,1987,Adventure,,,,,,,,,,,,,,,,
Ed Wood,1994,Biography,,,,,,,,,,,,,,,,
Eden Lake,1995,Horror,,,,,,,,,,,,,,,,
Edge of Tomorrow,1952,Action,,,,,,,,,,,,,,,,
Edward Scissorhands,1994,Drama,,,,,,,,,,,,,,,,
El Mariachi,2005,Action,,,,,,,,,,,,,,,,
El Topo,2003,Drama,,,,,,,,,,,,,,,,
Election,1979,Comedy,,,,,,,,,,,,,,,,
Elf,2002,Adventure,,,,,,,,,,,,,,,,
Empire of the Sun,1971,Action,,,,,,,,,,,,,,,,
End of Watch,1999,Action,,,,,,,,,,,,,,,,
Enron: The Smartest Guys in the Room,2009,Documentary,,,,,,,,,,,,,,,,
Enter the Dragon,1980,Action,,,,,,,,,,,,,,,,
Eraserhead,1994,Fantasy,,,,,,,,,,,,,,,,
Escape from Alcatraz,2006,Action,,,,,,,,,,,,,,,,
Eternal Sunshine of the Spotless Mind,2009,Drama,,,,,,,,,,,,,,,,
Everything Is Illuminated,1939,Comedy,,,,,,,,,,,,,,,,
Evil Dead II,1988,Comedy,,,,,,,,,,,,,,,,
Exit Through the Gift Shop,1973,Documentary,,,,,,,,,,,,,,,,
Eyes Wide Shut,2005,Drama,,,,,,,,,,,,,,,,
Face/Off,1992,Action,,,,,,,,,,,,,,,,
Fahrenheit 9/11,1989,Documentary,,,,,,,,,,,,,,,,
Falling Down,2000,Action,,,,,,,,,,,,,,,,
Fantastic Mr. Fox,2012,Animation,,,,,,,,,,,,,,,,
Fargo,2012,Crime,,,,,,,,,,,,,,,,
Fast Five,1992,Action,,,,,,,,,,,,,,,,
Fast Times at Ridgemont High,1980,Comedy,,,,,,,,,,,,,,,,
Fear and Loathing in Las Vegas,2001,Adventure,,,,,,,,,,,,,,,,
Ferris Bueller's Day Off,2003,Comedy            ,,,,,,,,,,,,,,,,
Field of Dreams,1985,Drama,,,,,,,,,,,,,,,,
Fight Club,2014,Drama            ,,,,,,,,,,,,,,,,
Filth,2016,Action,,,,,,,,,,,,,,,,
Final Destination,1994,Horror,,,,,,,,,,,,,,,,
Final Destination 2,1983,Horror,,,,,,,,,,,,,,,,
Finding Nemo,1994,Animation,,,,,,,,,,,,,,,,
First Blood,1999,Action,,,,,,,,,,,,,,,,
Fish Tank,2004,Drama            ,,,,,,,,,,,,,,,,
Fletch,2006,Comedy,,,,,,,,,,,,,,,,
For a Few Dollars More,1981,Western            ,,,,,,,,,,,,,,,,
Forrest Gump,2014,Drama,,,,,,,,,,,,,,,,
Four Lions,1987,Comedy,,,,,,,,,,,,,,,,
Four Weddings and a Funeral,2011,Comedy,,,,,,,,,,,,,,,,
Free Fire,2003,Action,,,,,,,,,,,,,,,,
Freeway,1955,Comedy,,,,,,,,,,,,,,,,
Frenzy,2000,Thriller            ,,,,,,,,,,,,,,,,
From Dusk Till Dawn,2009,Action,,,,,,,,,,,,,,,,
From Russia with Love,1974,Action,,,,,,,,,,,,,,,,
Frost/Nixon,2003,Biography,,,,,,,,,,,,,,,,
Full Metal Jacket,1984,Drama,,,,,,,,,,,,,,,,
Furious 7,1993,Action,,,,,,,,,,,,,,,,
Galaxy Quest,1995,Adventure,,,,,,,,,,,,,,,,
Gangs of New York,2008,Crime,,,,,,,,,,,,,,,,
Gangster No. 1,1989,Crime,,,,,,,,,,,,,,,,
Garden State,1988,Comedy,,,,,,,,,,,,,,,,
Gattaca,1990,Drama,,,,,,,,,,,,,,,,
Get Carter,1989,Action,,,,,,,,,,,,,,,,
Get Him to the Greek,1976,Comedy,,,,,,,,,,,,,,,,
Get Out,2019,Horror,,,,,,,,,,,,,,,,
Get Shorty,1971,Comedy,,,,,,,,,,,,,,,,
Ghostbusters,2009,Action,,,,,,,,,,,,,,,,
Ghostbusters II,2005,Action,,,,,,,,,,,,,,,,
Gimme Shelter,1991,Documentary,,,,,,,,,,,,,,,,
Gladiator,2000,Action,,,,,,,,,,,,,,,,
Glengarry Glen Ross,1959,Crime,,,,,,,,,,,,,,,,
Glory,2009,Biography,,,,,,,,,,,,,,,,
Go,1988,Comedy,,,,,,,,,,,,,,,,
GoldenEye,2011,Action,,,,,,,,,,,,,,,,
Goldfinger,1993,Action,,,,,,,,,,,,,,,,
Gomorrah,1965,Crime,,,,,,,,,,,,,,,,
Gone Baby Gone,2012,Crime,,,,,,,,,,,,,,,,
Gone Girl,2010,Drama,,,,,,,,,,,,,,,,
Gone with the Wind,1994,Drama,,,,,,,,,,,,,,,,
Gonzo,2007,Documentary,,,,,,,,,,,,,,,,
"Good Morning, Vietnam",2008,Biography,,,,,,,,,,,,,,,,
Good Vibrations,2014,Biography,,,,,,,,,,,,,,,,
Good Will Hunting,2007,Drama,,,,,,,,,,,,,,,,
Goodfellas,1967,Biography,,,,,,,,,,,,,,,,
Goon,2009,Comedy,,,,,,,,,,,,,,,,
Gravity,2014,Action,,,,,,,,,,,,,,,,
Gremlins,2001,Comedy,,,,,,,,,,,,,,,,
Gremlins 2: The New Batch,2009,Comedy,,,,,,,,,,,,,,,,
Grizzly Man,1987,Documentary,,,,,,,,,,,,,,,,
Grosse Pointe Blank,1989,Action,,,,,,,,,,,,,,,,
Groundhog Day,1999,Comedy,,,,,,,,,,,,,,,,
Guardians of the Galaxy,1977,Action,,,,,,,,,,,,,,,,
Guardians of the Galaxy Vol. 2,1991,Action,,,,,,,,,,,,,,,,
Hacksaw Ridge,2009,Biography,,,,,,,,,,,,,,,,
Half Nelson,1946,Drama            ,,,,,,,,,,,,,,,,
Happiness,1995,Comedy,,,,,,,,,,,,,,,,
Happy Gilmore,2004,Comedy,,,,,,,,,,,,,,,,
Hard Boiled,2006,Action,,,,,,,,,,,,,,,,
Hard Candy,1985,Drama,,,,,,,,,,,,,,,,
Harold and Maude,2005,Comedy,,,,,,,,,,,,,,,,
Harry Brown,2012,Action,,,,,,,,,,,,,,,,
Hearts of Darkness: A Filmmaker's Apocalypse,1961,Documentary            ,,,,,,,,,,,,,,,,
Heat,1990,Action,,,,,,,,,,,,,,,,
Heathers,1999,Comedy,,,,,,,,,,,,,,,,
Heavenly Creatures,1991,Biography,,,,,,,,,,,,,,,,
Hell or High Water,2008,Action,,,,,,,,,,,,,,,,
Hellboy II: The Golden Army,2014,Action,,,,,,,,,,,,,,,,
Henry: Portrait of a Serial Killer,1997,Biography,,,,,,,,,,,,,,,,
Her,1950,Drama,,,,,,,,,,,,,,,,
Hereditary,1991,Drama,,,,,,,,,,,,,,,,
High Fidelity,2013,Comedy,,,,,,,,,,,,,,,,
His Girl Friday,2001,Comedy,,,,,,,,,,,,,,,,
Holy Motors,2001,Drama,,,,,,,,,,,,,,,,
Home Alone,2010,Comedy,,,,,,,,,,,,,,,,
Home Alone 2: Lost in New York,2003,Adventure,,,,,,,,,,,,,,,,
Hot Fuzz,2012,Action,,,,,,,,,,,,,,,,
Hotel Rwanda,1996,Biography,,,,,,,,,,,,,,,,
House of Games,1967,Crime,,,,,,,,,,,,,,,,
How to Train Your Dragon,1973,Animation,,,,,,,,,,,,,,,,
How to Train Your Dragon 2,2003,Animation,,,,,,,,,,,,,,,,
Hugo,2016,Adventure,,,,,,,,,,,,,,,,
Hunger,1992,Biography,,,,,,,,,,,,,,,,
I Love You Phillip Morris,2002,Biography,,,,,,,,,,,,,,,,
"I, Tonya",2011,Biography,,,,,,,,,,,,,,,,
Ichi the Killer,1960,Action,,,,,,,,,,,,,,,,
I'm Not There,2014,Biography,,,,,,,,,,,,,,,,
In America,1987,Drama            ,,,,,,,,,,,,,,,,
In Bruges,2010,Comedy,,,,,,,,,,,,,,,,
In the Line of Fire,1986,Action,,,,,,,,,,,,,,,,
In the Loop,1995,Comedy            ,,,,,,,,,,,,,,,,
In the Name of the Father,2004,Biography,,,,,,,,,,,,,,,,
Incendies,1990,Drama,,,,,,,,,,,,,,,,
Inception,2015,Action,,,,,,,,,,,,,,,,
Indiana Jones and the Last Crusade,2004,Action,,,,,,,,,,,,,,,,
Indiana Jones and the Raiders of the Lost Ark,1994,Action,,,,,,,,,,,,,,,,
Indiana Jones and the Temple of Doom,2000,Action,,,,,,,,,,,,,,,,
Infernal Affairs,2005,Action,,,,,,,,,,,,,,,,
Inglourious Basterds,2010,Adventure,,,,,,,,,,,,,,,,
Inside Man,2006,Crime,,,,,,,,,,,,,,,,
Insomnia,2003,Drama,,,,,,,,,,,,,,,,
Interstellar,2014,Adventure,,,,,,,,,,,,,,,,
Interview with the Vampire: The Vampire Chronicles,1998,Drama,,,,,,,,,,,,,,,,
Into the Abyss,1994,Documentary,,,,,,,,,,,,,,,,
Invasion of the Body Snatchers,1984,Horror,,,,,,,,,,,,,,,,
Iron Man,1997,Action,,,,,,,,,,,,,,,,
Iron Man Three,1982,Action,,,,,,,,,,,,,,,,
Irreversible,2005,Crime,,,,,,,,,,,,,,,,
It Follows,1979,Horror,,,,,,,,,,,,,,,,
It's a Wonderful Life,1999,Drama,,,,,,,,,,,,,,,,
Jackass 3D,1998,Documentary,,,,,,,,,,,,,,,,
Jackass Number Two,1990,Documentary,,,,,,,,,,,,,,,,
Jackass: The Movie,2002,Documentary,,,,,,,,,,,,,,,,
Jackie Brown,2002,Crime,,,,,,,,,,,,,,,,
Jacob's Ladder,2016,Drama,,,,,,,,,,,,,,,,
Jaws,2006,Adventure,,,,,,,,,,,,,,,,
Jerry Maguire,2008,Comedy,,,,,,,,,,,,,,,,
JFK,2009,Drama,,,,,,,,,,,,,,,,
Jo Nesbø's Headhunters,1994,Action,,,,,,,,,,,,,,,,
Joe,2017,Crime,,,,,,,,,,,,,,,,
John Wick,1960,Action,,,,,,,,,,,,,,,,
John Wick: Chapter 3 - Parabellum,2003,Action,,,,,,,,,,,,,,,,
Jumanji,1957,Adventure,,,,,,,,,,,,,,,,
Jungle Fever,1973,Drama,,,,,,,,,,,,,,,,
Juno,1959,Comedy,,,,,,,,,,,,,,,,
Jurassic Park,1949,Action,,,,,,,,,,,,,,,,
Kick-Ass,1984,Action,,,,,,,,,,,,,,,,
Kids,1964,Drama            ,,,,,,,,,,,,,,,,
Kill Bill: Vol. 1,2016,Action,,,,,,,,,,,,,,,,
Kill Bill: Vol. 2,2002,Action,,,,,,,,,,,,,,,,
Kill List,1999,Action,,,,,,,,,,,,,,,,
Killer Joe,1993,Crime,,,,,,,,,,,,,,,,
Kind Hearts and Coronets,1974,Comedy,,,,,,,,,,,,,,,,
King Kong,1975,Action,,,,,,,,,,,,,,,,
King Kong,1975,Adventure,,,,,,,,,,,,,,,,
King of New York,2009,Crime,,,,,,,,,,,,,,,,
Kingpin,2018,Comedy,,,,,,,,,,,,,,,,
Kingsman: The Secret Service,2015,Action,,,,,,,,,,,,,,,,
Kinsey,1996,Biography,,,,,,,,,,,,,,,,
Kiss Kiss Bang Bang,1982,Comedy,,,,,,,,,,,,,,,,
Knocked Up,2008,Comedy,,,,,,,,,,,,,,,,
Knuckle,2006,Documentary,,,,,,,,,,,,,,,,
Kramer vs. Kramer,1999,Drama            ,,,,,,,,,,,,,,,,
Kubo and the Two Strings,1987,Animation,,,,,,,,,,,,,,,,
L.A. Confidential,2010,Crime,,,,,,,,,,,,,,,,
La Haine,2004,Crime,,,,,,,,,,,,,,,,
La La Land,1973,Comedy,,,,,,,,,,,,,,,,
Lawrence of Arabia,1975,Adventure,,,,,,,,,,,,,,,,
Layer Cake,1959,Action,,,,,,,,,,,,,,,,
Leaving Las Vegas,2014,Drama,,,,,,,,,,,,,,,,
Lenny,1946,Biography,,,,,,,,,,,,,,,,
Léon: The Professional,2004,Action,,,,,,,,,,,,,,,,
Let the Right One In,2015,Crime,,,,,,,,,,,,,,,,
Lethal Weapon,1962,Action,,,,,,,,,,,,,,,,
Lethal Weapon 2,2004,Action,,,,,,,,,,,,,,,,
Letters from Iwo Jima,1983,Action,,,,,,,,,,,,,,,,
Life Is Beautiful,2001,Comedy,,,,,,,,,,,,,,,,
Life of Brian,2000,Comedy            ,,,,,,,,,,,,,,,,
Life of Pi,1983,Adventure,,,,,,,,,,,,,,,,
Little Miss Sunshine,2011,Comedy,,,,,,,,,,,,,,,,
Live and Let Die,1997,Action,,,,,,,,,,,,,,,,
Local Hero,2004,Comedy,,,,,,,,,,,,,,,,
"Lock, Stock and Two Smoking Barrels",2010,Action,,,,,,,,,,,,,,,,
Logan,2004,Action,,,,,,,,,,,,,,,,
Lone Survivor,1975,Action,,,,,,,,,,,,,,,,
Looper,2005,Action,,,,,,,,,,,,,,,,
Lord of War,2007,Action,,,,,,,,,,,,,,,,
Lords of Dogtown,1997,Biography,,,,,,,,,,,,,,,,
Los ojos de Julia,2012,Horror,,,,,,,,,,,,,,,,
Lost Highway,2001,Mystery,,,,,,,,,,,,,,,,
Lost in Translation,2014,Comedy,,,,,,,,,,,,,,,,
Love and Death,1995,Comedy,,,,,,,,,,,,,,,,
Machete,1961,Action,,,,,,,,,,,,,,,,
Mad Max,2000,Action,,,,,,,,,,,,,,,,
Mad Max 2: The Road Warrior,1988,Action,,,,,,,,,,,,,,,,
Mad Max: Fury Road,2013,Action,,,,,,,,,,,,,,,,
Magnolia,1984,Drama            ,,,,,,,,,,,,,,,,
Man on Fire,2010,Action,,,,,,,,,,,,,,,,
Man on the Moon,2013,Biography,,,,,,,,,,,,,,,,
Manchester by the Sea,1999,Drama            ,,,,,,,,,,,,,,,,
Manhattan,1999,Comedy,,,,,,,,,,,,,,,,
Manhattan Melodrama,1990,Crime,,,,,,,,,,,,,,,,
Manhunter,2005,Crime,,,,,,,,,,,,,,,,
Marathon Man,2013,Crime,,,,,,,,,,,,,,,,
Margin Call,1995,Drama,,,,,,,,,,,,,,,,
Marley,1998,Documentary,,,,,,,,,,,,,,,,
Mary and Max,2010,Animation,,,,,,,,,,,,,,,,
Mary Poppins,2000,Comedy,,,,,,,,,,,,,,,,
Master and Commander: The Far Side of the World,2004,Action,,,,,,,,,,,,,,,,
Mean Streets,2010,Crime,,,,,,,,,,,,,,,,
Meet the Parents,2015,Comedy,,,,,,,,,,,,,,,,
Memento,2014,Mystery,,,,,,,,,,,,,,,,
Memories of Murder,1998,Crime,,,,,,,,,,,,,,,,
Men in Black,1950,Action,,,,,,,,,,,,,,,,
Mesrine: Killer Instinct,1972,Action,,,,,,,,,,,,,,,,
Mesrine: Public Enemy No. 1,2011,Action,,,,,,,,,,,,,,,,
Michael,2017,Drama,,,,,,,,,,,,,,,,
Michael Clayton,2017,Crime,,,,,,,,,,,,,,,,
Michael Collins,2009,Biography,,,,,,,,,,,,,,,,
Midnight Cowboy,2004,Drama            ,,,,,,,,,,,,,,,,
Midnight in Paris,2006,Comedy,,,,,,,,,,,,,,,,
Midnight Run,1968,Action,,,,,,,,,,,,,,,,
Midsommar,1988,Drama,,,,,,,,,,,,,,,,
Miller's Crossing,2010,Crime,,,,,,,,,,,,,,,,
Minority Report,2009,Action,,,,,,,,,,,,,,,,
Miracle on 34th Street,1975,Comedy,,,,,,,,,,,,,,,,
Misery,1967,Drama,,,,,,,,,,,,,,,,
Mission: Impossible,2007,Action,,,,,,,,,,,,,,,,
Mission: Impossible - Fallout,1998,Action,,,,,,,,,,,,,,,,
Mission: Impossible - Ghost Protocol,1998,Action,,,,,,,,,,,,,,,,
Mission: Impossible - Rogue Nation,2008,Action,,,,,,,,,,,,,,,,
Mission: Impossible II,2010,Action,,,,,,,,,,,,,,,,
Mission: Impossible III,1948,Action,,,,,,,,,,,,,,,,
Mississippi Burning,2011,Crime,,,,,,,,,,,,,,,,
Mistaken for Strangers,2013,Documentary,,,,,,,,,,,,,,,,
Molly's Game,2011,Biography,,,,,,,,,,,,,,,,
Mona Lisa,1968,Crime,,,,,,,,,,,,,,,,
Moneyball,1986,Biography,,,,,,,,,,,,,,,,
Monsoon Wedding,2006,Comedy,,,,,,,,,,,,,,,,
"Monsters, Inc.",1995,Animation,,,,,,,,,,,,,,,,
Monument Ave.,1993,Crime,,,,,,,,,,,,,,,,
Moon,2009,Drama,,,,,,,,,,,,,,,,
Moonrise Kingdom,1997,Comedy,,,,,,,,,,,,,,,,
Moulin Rouge!,2010,Drama,,,,,,,,,,,,,,,,
Mr. Smith Goes to Washington,1989,Comedy,,,,,,,,,,,,,,,,
Mud,1985,Drama            ,,,,,,,,,,,,,,,,
Mulholland Drive,1998,Drama,,,,,,,,,,,,,,,,
Munich,1974,Action,,,,,,,,,,,,,,,,
Murderball,2011,Documentary,,,,,,,,,,,,,,,,
My Left Foot,1998,Biography,,,,,,,,,,,,,,,,
Mystic River,2009,Crime,,,,,,,,,,,,,,,,
Napoleon Dynamite,1977,Comedy            ,,,,,,,,,,,,,,,,
Narc,1987,Crime,,,,,,,,,,,,,,,,
National Lampoon's Animal House,1993,Comedy            ,,,,,,,,,,,,,,,,
Natural Born Killers,2013,Action,,,,,,,,,,,,,,,,
Near Dark,1985,Action,,,,,,,,,,,,,,,,
Neds,2016,Drama            ,,,,,,,,,,,,,,,,
Network,1992,Drama            ,,,,,,,,,,,,,,,,
Next Goal Wins,2014,Documentary,,,,,,,,,,,,,,,,
Night of the Living Dead,1981,Horror,,,,,,,,,,,,,,,,
Night Watch,2001,Action,,,,,,,,,,,,,,,,
Nightcrawler,2015,Crime,,,,,,,,,,,,,,,,
Nixon,2005,Biography,,,,,,,,,,,,,,,,
No,2017,Drama            ,,,,,,,,,,,,,,,,
No Country for Old Men,1979,Crime,,,,,,,,,,,,,,,,
No Way Out,2004,Action,,,,,,,,,,,,,,,,
Noah,1966,Action,,,,,,,,,,,,,,,,
Nocturnal Animals,1972,Drama,,,,,,,,,,,,,,,,
North by Northwest,1994,Adventure,,,,,,,,,,,,,,,,
Notting Hill,1962,Comedy,,,,,,,,,,,,,,,,
Nurse Betty,2002,Comedy,,,,,,,,,,,,,,,,
Nymphomaniac: Vol. I,1991,Drama            ,,,,,,,,,,,,,,,,
"O Brother, Where Art Thou?",1998,Adventure,,,,,,,,,,,,,,,,
Oasis: Supersonic,2013,Documentary,,,,,,,,,,,,,,,,
Ocean's Eleven,1987,Crime,,,,,,,,,,,,,,,,
Old School,1988,Comedy            ,,,,,,,,,,,,,,,,
Oldboy,2014,Action,,,,,,,,,,,,,,,,
On Her Majesty's Secret Service,1999,Action,,,,,,,,,,,,,,,,
On the Waterfront,1999,Crime,,,,,,,,,,,,,,,,
Once,2017,Drama,,,,,,,,,,,,,,,,
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1949,Documentary,,,,,,,,,,,,,,,,
Once Upon a Time in America,1996,Crime,,,,,,,,,,,,,,,,
Once Upon a Time in the West,1994,Western            ,,,,,,,,,,,,,,,,
One Flew Over the Cuckoo's Nest,1993,Drama            ,,,,,,,,,,,,,,,,
Ong-Bak: The Thai Warrior,1991,Action,,,,,,,,,,,,,,,,
Out of Sight,2007,Comedy,,,,,,,,,,,,,,,,
Pacific Rim,1984,Action,,,,,,,,,,,,,,,,
Paddington,2011,Animation,,,,,,,,,,,,,,,,
Pan's Labyrinth,1991,Drama,,,,,,,,,,,,,,,,
